:START_ID,score,associationType,:END_ID,:TYPE
PPARGC1A,0.213734590369816,Biomarker; GeneticVariation,umls:C0018801,AFFECTS
PRDM16,0.213734590369816,Biomarker; GeneticVariation,umls:C0149931,AFFECTS
PTGS2,0.213734590369816,Biomarker; GeneticVariation,umls:C0002736,AFFECTS
REL,0.213734590369816,Biomarker; GeneticVariation,umls:C0033860,AFFECTS
SERPINA1,0.213734590369816,AlteredExpression; Biomarker; GeneticVariation; Therapeutic,umls:C0019693,AFFECTS
SLC6A3,0.213734590369816,Biomarker; GeneticVariation,umls:C0003469,AFFECTS
TBC1D1,0.213734590369816,Biomarker; GeneticVariation,umls:C0028754,AFFECTS
TNF,0.213734590369816,Biomarker; GeneticVariation,umls:C0027059,AFFECTS
TPMT,0.213734590369816,Biomarker; GeneticVariation,umls:C0027947,AFFECTS
ALB,0.213685559411218,Biomarker,umls:C0023890,AFFECTS
ALRH,0.213685559411218,Biomarker,umls:C2607914,AFFECTS
AUTS1,0.213685559411218,Biomarker,umls:C0004352,AFFECTS
BDNF,0.213685559411218,Biomarker; GeneticVariation; Therapeutic,umls:C0036572,AFFECTS
FGFR1,0.213685559411218,Biomarker,umls:C0007131,AFFECTS
FN1,0.213685559411218,Biomarker,umls:C0011849,AFFECTS
IGF1,0.213685559411218,Biomarker,umls:C0027627,AFFECTS
KEAP1,0.213685559411218,Biomarker,umls:C0007131,AFFECTS
KL,0.213685559411218,Biomarker,umls:C0231341,AFFECTS
LEPR,0.213685559411218,Biomarker; GeneticVariation,umls:C0497406,AFFECTS
MPZ,0.213685559411218,Biomarker; GeneticVariation,umls:C0027888,AFFECTS
NHLRC1,0.213685559411218,Biomarker,umls:C0751778,AFFECTS
NPY,0.213685559411218,Biomarker; GeneticVariation; Therapeutic,umls:C0011581,AFFECTS
NR5A1,0.213685559411218,Biomarker; GeneticVariation,umls:C0085215,AFFECTS
PLAG1,0.213685559411218,Biomarker; GeneticVariation,umls:C1260965,AFFECTS
PPARG,0.213685559411218,Biomarker; Therapeutic,umls:C2239176,AFFECTS
PTEN,0.213685559411218,Biomarker,umls:C0345893,AFFECTS
SLC2A9,0.213685559411218,Biomarker; GeneticVariation,umls:C0473219,AFFECTS
SLC5A5,0.213685559411218,Biomarker; Therapeutic,umls:C2239176,AFFECTS
TP53,0.213685559411218,Biomarker,umls:C0018923,AFFECTS
APAF1,0.213656595345104,Biomarker,umls:C0007134,AFFECTS
AR,0.213656595345104,Biomarker,umls:C0282612,AFFECTS
BMPR1A,0.213656595345104,Biomarker; GeneticVariation,umls:C0018553,AFFECTS
CCND1,0.213656595345104,Biomarker; GeneticVariation,umls:C0020502,AFFECTS
CD3D,0.213656595345104,Biomarker,umls:C0085110,AFFECTS
CLU,0.213656595345104,AlteredExpression; Biomarker; Therapeutic,umls:C0025202,AFFECTS
CXCL8,0.213656595345104,Biomarker; GeneticVariation,umls:C0014869,AFFECTS
CYP27A1,0.213656595345104,Biomarker,umls:C0004153,AFFECTS
DMBT1,0.213656595345104,Biomarker; GeneticVariation,umls:C0017638,AFFECTS
DYX8,0.213656595345104,Biomarker,umls:C0476254,AFFECTS
EDN1,0.213656595345104,Biomarker,umls:C0038525,AFFECTS
ESR1,0.213656595345104,Biomarker; PostTranslationalModification,umls:C0024121,AFFECTS
FASN,0.213656595345104,AlteredExpression; Biomarker,umls:C0027651,AFFECTS
FGA,0.213656595345104,Biomarker; GeneticVariation,umls:C0001733,AFFECTS
GGT1,0.213656595345104,AlteredExpression; Biomarker,umls:C0007097,AFFECTS
GNMT,0.213656595345104,Biomarker,umls:C0023903,AFFECTS
GSTP1,0.213656595345104,AlteredExpression; Biomarker; GeneticVariation,umls:C0029463,AFFECTS
IL4,0.213656595345104,AlteredExpression; Biomarker,umls:C0032285,AFFECTS
IL6,0.213656595345104,Biomarker,umls:C0524851,AFFECTS
INS,0.213656595345104,Biomarker; GeneticVariation,umls:C0033578,AFFECTS
KDM5C,0.213656595345104,Biomarker; GeneticVariation,umls:C3714756,AFFECTS
MIR10B,0.213656595345104,AlteredExpression; Biomarker,umls:C1458155,AFFECTS
MKS1,0.213656595345104,Biomarker; GeneticVariation,umls:C0752166,AFFECTS
MYC,0.213656595345104,AlteredExpression; Biomarker,umls:C0919267,AFFECTS
MYH11,0.213656595345104,AlteredExpression; Biomarker,umls:C0023479,AFFECTS
NUP214,0.213656595345104,Biomarker; GeneticVariation,umls:C0023467,AFFECTS
PEX16,0.213656595345104,Biomarker; GeneticVariation,umls:C0043459,AFFECTS
PNPLA6,0.213656595345104,Biomarker; GeneticVariation,umls:C0085084,AFFECTS
PPARA,0.213656595345104,AlteredExpression; Biomarker,umls:C0011615,AFFECTS
RAC1,0.213656595345104,AlteredExpression; Biomarker,umls:C2239176,AFFECTS
SHANK3,0.213656595345104,Biomarker,umls:C3714756,AFFECTS
SIX5,0.213656595345104,Biomarker; GeneticVariation,umls:C0265234,AFFECTS
SNCA,0.213656595345104,Biomarker; PostTranslationalModification,umls:C0001973,AFFECTS
SPP1,0.213656595345104,AlteredExpression; Biomarker,umls:C0001418,AFFECTS
SRY,0.213656595345104,Biomarker; GeneticVariation,umls:C2748895,AFFECTS
SYP,0.213656595345104,Biomarker,umls:C0036341,AFFECTS
TFPI2,0.213656595345104,Biomarker; PostTranslationalModification,umls:C0025202,AFFECTS
TFRC,0.213656595345104,Biomarker,umls:C0005283,AFFECTS
TNFSF11,0.213656595345104,AlteredExpression; Biomarker; GeneticVariation,umls:C0266929,AFFECTS
TREM2,0.213656595345104,AlteredExpression; Biomarker; GeneticVariation,umls:C0002395,AFFECTS
TSC2,0.213656595345104,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
WT1,0.213656595345104,Biomarker,umls:C0017636,AFFECTS
YBX1,0.213656595345104,AlteredExpression; Biomarker,umls:C1458155,AFFECTS
ABO,0.213451085799722,Biomarker; GeneticVariation,umls:C0013295,AFFECTS
AGT,0.213451085799722,Biomarker; GeneticVariation,umls:C1565489,AFFECTS
AHI1,0.213451085799722,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
APC,0.213451085799722,Biomarker; GeneticVariation,umls:C0021390,AFFECTS
C4B,0.213451085799722,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
CASC1,0.213451085799722,Biomarker; GeneticVariation,umls:C0024121,AFFECTS
CCND1,0.213451085799722,Biomarker; GeneticVariation,umls:C0006118,AFFECTS
CFH,0.213451085799722,Biomarker; GeneticVariation,umls:C0025303,AFFECTS
CHKB,0.213451085799722,Biomarker; GeneticVariation,umls:C0027404,AFFECTS
COL2A1,0.213451085799722,Biomarker; GeneticVariation,umls:C0008925,AFFECTS
CTNNA3,0.213451085799722,Biomarker; GeneticVariation,umls:C0004096,AFFECTS
DBH,0.213451085799722,Biomarker; GeneticVariation,umls:C1456784,AFFECTS
EDNRA,0.213451085799722,Biomarker; GeneticVariation,umls:C0149931,AFFECTS
ESR1,0.213451085799722,Biomarker; GeneticVariation,umls:C0023418,AFFECTS
GNE,0.213451085799722,Biomarker; GeneticVariation,umls:C0238190,AFFECTS
GRM7,0.213451085799722,Biomarker; GeneticVariation,umls:C1263846,AFFECTS
GUCA1B,0.213451085799722,Biomarker; GeneticVariation,umls:C0035334,AFFECTS
HLA-A,0.213451085799722,Biomarker; GeneticVariation,umls:C0017638,AFFECTS
HRAS,0.213451085799722,Biomarker; GeneticVariation,umls:C0007138,AFFECTS
IL1A,0.213451085799722,Biomarker; GeneticVariation,umls:C0037274,AFFECTS
IL4,0.213451085799722,Biomarker; GeneticVariation,umls:C0023283,AFFECTS
IRAK1,0.213451085799722,Biomarker; GeneticVariation,umls:C0003873,AFFECTS
KIF1B,0.213451085799722,Biomarker; GeneticVariation,umls:C0026769,AFFECTS
LMNA,0.213451085799722,Biomarker; GeneticVariation,umls:C0032460,AFFECTS
MPO,0.213451085799722,Biomarker; GeneticVariation,umls:C2239176,AFFECTS
MTHFR,0.213451085799722,Biomarker; GeneticVariation,umls:C0027627,AFFECTS
NF1,0.213451085799722,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
NOS2,0.213451085799722,Biomarker; GeneticVariation,umls:C0085580,AFFECTS
NRTN,0.213451085799722,Biomarker; GeneticVariation,umls:C0019569,AFFECTS
PARP1,0.213451085799722,Biomarker; GeneticVariation,umls:C0004096,AFFECTS
PCNA,0.213451085799722,Biomarker; GeneticVariation,umls:C0006118,AFFECTS
PGBD1,0.213451085799722,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
PPARD,0.213451085799722,Biomarker; GeneticVariation,umls:C0015695,AFFECTS
PPP1R1A,0.213451085799722,Biomarker; GeneticVariation; Therapeutic,umls:C0018801,AFFECTS
PSORS5,0.213451085799722,Biomarker; GeneticVariation,umls:C0033860,AFFECTS
PSORS6,0.213451085799722,Biomarker; GeneticVariation,umls:C0033860,AFFECTS
RBP3,0.213451085799722,Biomarker; GeneticVariation,umls:C0035334,AFFECTS
SELENBP1,0.213451085799722,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
SLC29A3,0.213451085799722,Biomarker; GeneticVariation,umls:C0011854,AFFECTS
SOD1,0.213451085799722,Biomarker; GeneticVariation; Therapeutic,umls:C0017638,AFFECTS
STRA6,0.213451085799722,Biomarker; GeneticVariation,umls:C0026010,AFFECTS
STS,0.213451085799722,Biomarker; GeneticVariation,umls:C1263846,AFFECTS
TACR1,0.213451085799722,Biomarker; GeneticVariation,umls:C0001973,AFFECTS
TGFB1,0.213451085799722,Biomarker; GeneticVariation; Therapeutic,umls:C0034067,AFFECTS
TRPV4,0.213451085799722,Biomarker; GeneticVariation,umls:C0024117,AFFECTS
TTBK2,0.213451085799722,Biomarker; GeneticVariation,umls:C0087012,AFFECTS
VEGFA,0.213451085799722,Biomarker; GeneticVariation,umls:C0032927,AFFECTS
VWF,0.213451085799722,Biomarker; GeneticVariation,umls:C0020538,AFFECTS
NR2E3,0.21341387953797,Biomarker; GeneticVariation,umls:C0035334,AFFECTS
ATP6,0.213402054841124,Biomarker; GeneticVariation,umls:C1328349,AFFECTS
KCNJ11,0.213402054841124,Biomarker; GeneticVariation,umls:C2931833,AFFECTS
AICDA,0.213402054841124,Biomarker; GeneticVariation,umls:C0272236,AFFECTS
ALB,0.213402054841124,Biomarker; GeneticVariation,umls:C0007222,AFFECTS
ALL1,0.213402054841124,Biomarker,umls:C1961102,AFFECTS
ATRX,0.213402054841124,Biomarker,umls:C1136249,AFFECTS
AVP,0.213402054841124,Biomarker; Therapeutic,umls:C0032617,AFFECTS
BCL2,0.213402054841124,Biomarker; Therapeutic,umls:C0039101,AFFECTS
CD19,0.213402054841124,Biomarker,umls:C0009447,AFFECTS
COL4A1,0.213402054841124,Biomarker,umls:C3714587,AFFECTS
CYP19A1,0.213402054841124,Biomarker; GeneticVariation,umls:C0029928,AFFECTS
GALK1,0.213402054841124,Biomarker,umls:C0086543,AFFECTS
HMGA2,0.213402054841124,Biomarker,umls:C3489413,AFFECTS
IFNA2,0.213402054841124,Biomarker; Therapeutic,umls:C0023473,AFFECTS
IL6,0.213402054841124,Biomarker; GeneticVariation,umls:C0011581,AFFECTS
IRS1,0.213402054841124,Biomarker,umls:C2239176,AFFECTS
KRAS,0.213402054841124,Biomarker,umls:C2239176,AFFECTS
LETM1,0.213402054841124,Biomarker,umls:C1956097,AFFECTS
MALAT1,0.213402054841124,Biomarker,umls:C0027627,AFFECTS
MALT1,0.213402054841124,Biomarker; GeneticVariation,umls:C0079744,AFFECTS
MIR221,0.213402054841124,Biomarker,umls:C0027627,AFFECTS
NQO1,0.213402054841124,Biomarker; GeneticVariation,umls:C0007131,AFFECTS
PPARA,0.213402054841124,Biomarker; GeneticVariation,umls:C0400966,AFFECTS
SETD2,0.213402054841124,Biomarker,umls:C0007134,AFFECTS
SFTPC,0.213402054841124,Biomarker; GeneticVariation,umls:C1800706,AFFECTS
STAT3,0.213402054841124,Biomarker,umls:C0023903,AFFECTS
TH,0.213402054841124,Biomarker; GeneticVariation,umls:C0242422,AFFECTS
TLR3,0.213402054841124,Biomarker,umls:C0276226,AFFECTS
TNF,0.213402054841124,Biomarker; Therapeutic,umls:C1261473,AFFECTS
TP53,0.213402054841124,Biomarker,umls:C0010606,AFFECTS
TRPV1,0.213402054841124,Biomarker; Therapeutic,umls:C0030193,AFFECTS
ZAP70,0.213402054841124,Biomarker,umls:C0085110,AFFECTS
AIPL1,0.21337309077501,Biomarker; GeneticVariation,umls:C0035334,AFFECTS
ANGPTL4,0.21337309077501,AlteredExpression; Biomarker,umls:C0007097,AFFECTS
ANXA4,0.21337309077501,Biomarker,umls:C0007134,AFFECTS
ATP1B2,0.21337309077501,Biomarker; PostTranslationalModification,umls:C0017638,AFFECTS
AXIN2,0.21337309077501,Biomarker; GeneticVariation,umls:C0009375,AFFECTS
BBS9,0.21337309077501,AlteredExpression; Biomarker,umls:C0752166,AFFECTS
BCL2,0.21337309077501,AlteredExpression; Biomarker,umls:C0004352,AFFECTS
CCL2,0.21337309077501,Biomarker,umls:C0021400,AFFECTS
CP,0.21337309077501,Biomarker; GeneticVariation,umls:C0018995,AFFECTS
CRP,0.21337309077501,Biomarker; GeneticVariation,umls:C0025517,AFFECTS
CSF1R,0.21337309077501,Biomarker; GeneticVariation,umls:C0027651,AFFECTS
CXCL8,0.21337309077501,Biomarker,umls:C0006625,AFFECTS
CYP24A1,0.21337309077501,AlteredExpression; Biomarker,umls:C0024121,AFFECTS
CYP2A6,0.21337309077501,Biomarker; GeneticVariation,umls:C0001418,AFFECTS
EPO,0.21337309077501,Biomarker,umls:C0025202,AFFECTS
ERBB2,0.21337309077501,AlteredExpression; Biomarker,umls:C0009375,AFFECTS
ESRRA,0.21337309077501,Biomarker,umls:C1458155,AFFECTS
GDF6,0.21337309077501,Biomarker; GeneticVariation,umls:C0022738,AFFECTS
GJB1,0.21337309077501,Biomarker,umls:C0027627,AFFECTS
GPX3,0.21337309077501,AlteredExpression; Biomarker,umls:C0001418,AFFECTS
HAMP,0.21337309077501,AlteredExpression; Biomarker,umls:C0022661,AFFECTS
HLA-A,0.21337309077501,AlteredExpression; Biomarker,umls:C0026764,AFFECTS
IGF1,0.21337309077501,AlteredExpression; Biomarker,umls:C0014175,AFFECTS
JAG1,0.21337309077501,Biomarker; GeneticVariation,umls:C0018798,AFFECTS
KRAS,0.21337309077501,Biomarker,umls:C0018923,AFFECTS
MET,0.21337309077501,AlteredExpression; Biomarker,umls:C0038356,AFFECTS
MIR221,0.21337309077501,Biomarker,umls:C1458155,AFFECTS
MYC,0.21337309077501,AlteredExpression; Biomarker,umls:C0017636,AFFECTS
NCOA1,0.21337309077501,Biomarker,umls:C1458155,AFFECTS
NCOA4,0.21337309077501,Biomarker; GeneticVariation,umls:C0040136,AFFECTS
NKX2-1,0.21337309077501,Biomarker; GeneticVariation,umls:C0008489,AFFECTS
NOS2,0.21337309077501,AlteredExpression; Biomarker,umls:C1458155,AFFECTS
NOS3,0.21337309077501,Biomarker; GeneticVariation,umls:C0007785,AFFECTS
PEX5,0.21337309077501,Biomarker; GeneticVariation,umls:C0043459,AFFECTS
PRKCH,0.21337309077501,Biomarker; GeneticVariation,umls:C0007785,AFFECTS
RB1,0.21337309077501,AlteredExpression; Biomarker; GeneticVariation,umls:C1961102,AFFECTS
RRM2B,0.21337309077501,Biomarker; GeneticVariation,umls:C0751651,AFFECTS
SAG,0.21337309077501,Biomarker; GeneticVariation,umls:C0035334,AFFECTS
SCT,0.21337309077501,Biomarker; GeneticVariation; Therapeutic,umls:C0004352,AFFECTS
SEPT9,0.21337309077501,Biomarker; GeneticVariation,umls:C0023467,AFFECTS
SFRP2,0.21337309077501,Biomarker,umls:C0007134,AFFECTS
SPI1,0.21337309077501,AlteredExpression; Biomarker; Therapeutic,umls:C0023470,AFFECTS
TCN2,0.21337309077501,Biomarker,umls:C0002888,AFFECTS
TERT,0.21337309077501,AlteredExpression; Biomarker,umls:C0010314,AFFECTS
TGFA,0.21337309077501,AlteredExpression; Biomarker,umls:C0020542,AFFECTS
TNF,0.21337309077501,Biomarker,umls:C0023281,AFFECTS
TNFSF10,0.21337309077501,Biomarker; Therapeutic,umls:C0009375,AFFECTS
TP53,0.21337309077501,Biomarker; GeneticVariation,umls:C0021364,AFFECTS
WWOX,0.21337309077501,AlteredExpression; Biomarker,umls:C0007137,AFFECTS
PPARG,0.213324714794402,Biomarker; GeneticVariation,umls:C0699790,AFFECTS
BRAF,0.213324714794402,Biomarker; GeneticVariation,umls:C0699790,AFFECTS
ABCB4,0.213167581229629,Biomarker; GeneticVariation,umls:C0008313,AFFECTS
ABCC8,0.213167581229629,Biomarker; GeneticVariation,umls:C0011854,AFFECTS
AKT1,0.213167581229629,Biomarker; GeneticVariation,umls:C0024809,AFFECTS
APC,0.213167581229629,Biomarker; GeneticVariation,umls:C0206646,AFFECTS
APOA4,0.213167581229629,Biomarker; GeneticVariation,umls:C0020445,AFFECTS
AUTS5,0.213167581229629,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
B3GNT2,0.213167581229629,Biomarker; GeneticVariation,umls:C0003873,AFFECTS
BDNF,0.213167581229629,Biomarker; GeneticVariation,umls:C0019337,AFFECTS
CARD9,0.213167581229629,Biomarker; GeneticVariation,umls:C0038013,AFFECTS
CCL2,0.213167581229629,Biomarker; GeneticVariation,umls:C0023283,AFFECTS
CDC42,0.213167581229629,AlteredExpression; Biomarker; GeneticVariation,umls:C0019693,AFFECTS
CEBPE,0.213167581229629,Biomarker; GeneticVariation,umls:C1961102,AFFECTS
CLPTM1L,0.213167581229629,Biomarker; GeneticVariation,umls:C0152013,AFFECTS
CPT2,0.213167581229629,Biomarker; GeneticVariation,umls:C0026848,AFFECTS
CTSC,0.213167581229629,Biomarker; GeneticVariation,umls:C0031090,AFFECTS
CXCR1,0.213167581229629,Biomarker; GeneticVariation,umls:C0019693,AFFECTS
CYP2B6,0.213167581229629,Biomarker; GeneticVariation,umls:C0022661,AFFECTS
DRD5,0.213167581229629,Biomarker; GeneticVariation,umls:C0005586,AFFECTS
GABRA6,0.213167581229629,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
GATA3,0.213167581229629,Biomarker; GeneticVariation,umls:C0019829,AFFECTS
GC,0.213167581229629,Biomarker; GeneticVariation,umls:C0018213,AFFECTS
GFI1,0.213167581229629,Biomarker; GeneticVariation,umls:C0023467,AFFECTS
GPX1,0.213167581229629,Biomarker; GeneticVariation,umls:C0007193,AFFECTS
GSTP1,0.213167581229629,Biomarker; GeneticVariation,umls:C0023473,AFFECTS
HINT1,0.213167581229629,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
HLA-DQA2,0.213167581229629,Biomarker; GeneticVariation,umls:C0003873,AFFECTS
IFNG,0.213167581229629,Biomarker; GeneticVariation,umls:C0008149,AFFECTS
IL12B,0.213167581229629,Biomarker; GeneticVariation,umls:C0038013,AFFECTS
IMMP2L,0.213167581229629,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
IMPA2,0.213167581229629,Biomarker; GeneticVariation,umls:C0009952,AFFECTS
JAZF1,0.213167581229629,Biomarker; GeneticVariation,umls:C0024141,AFFECTS
LHB,0.213167581229629,Biomarker; GeneticVariation; Therapeutic,umls:C0020619,AFFECTS
LIN28B,0.213167581229629,Biomarker; GeneticVariation,umls:C0027819,AFFECTS
MC1R,0.213167581229629,Biomarker; GeneticVariation,umls:C0268495,AFFECTS
MMP1,0.213167581229629,Biomarker; GeneticVariation,umls:C0007131,AFFECTS
MUC3A,0.213167581229629,Biomarker; GeneticVariation,umls:C0009324,AFFECTS
NOS2,0.213167581229629,Biomarker; GeneticVariation,umls:C0033860,AFFECTS
NPHS2,0.213167581229629,Biomarker; GeneticVariation,umls:C0027720,AFFECTS
OGG1,0.213167581229629,Biomarker; GeneticVariation,umls:C0020179,AFFECTS
ORMDL3,0.213167581229629,Biomarker; GeneticVariation,umls:C0009324,AFFECTS
PIK3CB,0.213167581229629,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
PLA2G7,0.213167581229629,Biomarker; GeneticVariation,umls:C0004096,AFFECTS
PON1,0.213167581229629,Biomarker; GeneticVariation,umls:C0598608,AFFECTS
PON2,0.213167581229629,Biomarker; GeneticVariation,umls:C0020445,AFFECTS
PRKCB,0.213167581229629,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
PTGS2,0.213167581229629,Biomarker; GeneticVariation,umls:C0023532,AFFECTS
PTGS2,0.213167581229629,Biomarker; GeneticVariation,umls:C0079731,AFFECTS
PTK2B,0.213167581229629,Biomarker; GeneticVariation,umls:C0025202,AFFECTS
RGS9,0.213167581229629,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
RPGR,0.213167581229629,Biomarker; GeneticVariation,umls:C0854723,AFFECTS
RUNX3,0.213167581229629,Biomarker; GeneticVariation,umls:C0038013,AFFECTS
SCN1B,0.213167581229629,Biomarker; GeneticVariation,umls:C1142166,AFFECTS
SCN4A,0.213167581229629,Biomarker; GeneticVariation,umls:C0027127,AFFECTS
SERPINE1,0.213167581229629,Biomarker; GeneticVariation,umls:C0017661,AFFECTS
SLC45A2,0.213167581229629,Biomarker; GeneticVariation,umls:C0007137,AFFECTS
SOD1,0.213167581229629,Biomarker; GeneticVariation; Therapeutic,umls:C0011884,AFFECTS
SOD2,0.213167581229629,Biomarker; GeneticVariation,umls:C0003873,AFFECTS
STX1A,0.213167581229629,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
SYCP3,0.213167581229629,Biomarker; GeneticVariation,umls:C0004509,AFFECTS
TAGAP,0.213167581229629,Biomarker; GeneticVariation,umls:C0010346,AFFECTS
TNF,0.213167581229629,Biomarker; GeneticVariation,umls:C0042373,AFFECTS
TRA,0.213167581229629,Biomarker; GeneticVariation,umls:C0027404,AFFECTS
TRPV1,0.213167581229629,Biomarker; GeneticVariation,umls:C0028754,AFFECTS
TYK2,0.213167581229629,Biomarker; GeneticVariation,umls:C0033860,AFFECTS
VKORC1,0.213167581229629,Biomarker; GeneticVariation,umls:C0042373,AFFECTS
ZNF816,0.213167581229629,Biomarker; GeneticVariation,umls:C0033860,AFFECTS
COL1A2,0.21311855027103,Biomarker; GeneticVariation,umls:C0023931,AFFECTS
GBE1,0.21311855027103,AlteredExpression; Biomarker; GeneticVariation,umls:C1849722,AFFECTS
APC,0.21311855027103,Biomarker,umls:C0021841,AFFECTS
CD209,0.21311855027103,Biomarker; GeneticVariation,umls:C0011311,AFFECTS
CP,0.21311855027103,Biomarker,umls:C0282193,AFFECTS
F3,0.21311855027103,Biomarker,umls:C0012739,AFFECTS
HRAS,0.21311855027103,Biomarker,umls:C2239176,AFFECTS
HSP90AA1,0.21311855027103,Biomarker,umls:C0027627,AFFECTS
IFNA2,0.21311855027103,Biomarker; Therapeutic,umls:C0019189,AFFECTS
IL10,0.21311855027103,Biomarker,umls:C0007131,AFFECTS
KL,0.21311855027103,Biomarker,umls:C0085681,AFFECTS
LETM1,0.21311855027103,Biomarker,umls:C0036572,AFFECTS
MIP,0.21311855027103,Biomarker; GeneticVariation,umls:C0086543,AFFECTS
MIR205,0.21311855027103,Biomarker,umls:C0027627,AFFECTS
MLF1,0.21311855027103,Biomarker; GeneticVariation,umls:C0023467,AFFECTS
MMP2,0.21311855027103,Biomarker; GeneticVariation,umls:C2931822,AFFECTS
MMP9,0.21311855027103,Biomarker; GeneticVariation,umls:C0028754,AFFECTS
MYC,0.21311855027103,Biomarker,umls:C0018923,AFFECTS
PLCE1,0.21311855027103,Biomarker; GeneticVariation,umls:C0279626,AFFECTS
POLG,0.21311855027103,Biomarker,umls:C0014544,AFFECTS
PRCC,0.21311855027103,Biomarker; GeneticVariation,umls:C0007134,AFFECTS
PXN,0.21311855027103,Biomarker,umls:C0027627,AFFECTS
RAD51C,0.21311855027103,Biomarker,umls:C0015625,AFFECTS
SHOC2,0.21311855027103,Biomarker; GeneticVariation,umls:C0028326,AFFECTS
STAT1,0.21311855027103,Biomarker; GeneticVariation,umls:C0006845,AFFECTS
STAT1,0.21311855027103,Biomarker; GeneticVariation,umls:C0026918,AFFECTS
TMPRSS6,0.21311855027103,Biomarker; GeneticVariation,umls:C0162316,AFFECTS
